text,clean_text,label,label_name
"Last Saturday, I was charged extra for the exchange rate on my payment. Is something wrong?",last saturday i was charged extra for the exchange rate on my payment is something wrong,9,17
"Hi, I am disappointed to see such a bad exchange rate and hope you can assist me. Would you be able to confirm the official interbank exchange rate for me?",hi i am disappointed to see such a bad exchange rate and hope you can assist me would you be able to confirm the official interbank exchange rate for me,9,17
I think the currency exchange that's been applied is wrong.,i think the currency exchange that's been applied is wrong,9,17
The exchange rate I was charged for a purchase was not right.,the exchange rate i was charged for a purchase was not right,9,17
Can you please explain why the exchange rate for the item I bought is wrong?,can you please explain why the exchange rate for the item i bought is wrong,9,17
I think something went wrong with my exchange between Russian Ruble and UK pounds. I was overcharged during the swap.,i think something went wrong with my exchange between russian ruble and uk pounds i was overcharged during the swap,9,17
My payment has an incorrect exchange rate.,my payment has an incorrect exchange rate,9,17
my exchange rate looks wrong for my last payment,my exchange rate looks wrong for my last payment,9,17
The exchange rate you are using is bad.This can't be the official interbank exchange rate.,the exchange rate you are using is bad this can't be the official interbank exchange rate,9,17
I was charged the wing amount for an item.,i was charged the wing amount for an item,9,17
the exchange rate on my payment was wrong,the exchange rate on my payment was wrong,9,17
Why is the exchange rate terrible?  That can't be close to the actual interbank rate.,why is the exchange rate terrible that can't be close to the actual interbank rate,9,17
An incorrect exchange rate was applied to an item I bought.,an incorrect exchange rate was applied to an item i bought,9,17
The exchange rate was incorrect for an item I bought.,the exchange rate was incorrect for an item i bought,9,17
The exchange rate on my payment doesn't look right,the exchange rate on my payment doesn't look right,9,17
"I just saw the exchange rate you use, but it's so bad that I can't believe that it's the official interbank exchange rate! Is this truly the official interbank exchange rate?",i just saw the exchange rate you use but it's so bad that i can't believe that it's the official interbank exchange rate is this truly the official interbank exchange rate,9,17
This exchange rate you use is awful! Please tell me this is a mistake and not the official interbank exchange rate!,this exchange rate you use is awful please tell me this is a mistake and not the official interbank exchange rate,9,17
After purchasing an item I noticed the exchange rate was incorrect.,after purchasing an item i noticed the exchange rate was incorrect,9,17
The amount of exchange was not correct for the item i bought.,the amount of exchange was not correct for the item i bought,9,17
The exchange rate from my card payment isn't right.,the exchange rate from my card payment isn't right,9,17
My exchange rate isn't correct.,my exchange rate isn't correct,9,17
Why was the exchange rate so wrong when I bought something!,why was the exchange rate so wrong when i bought something,9,17
My exchange rate was wrong for an Item I bought!,my exchange rate was wrong for an item i bought,9,17
I was using a foreign currecy to make a payment and the applied the wrong rate.,i was using a foreign currecy to make a payment and the applied the wrong rate,9,17
